,Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
1221,2021/08/08 05:08:33;;;;;;;1.75;1.20;;;24.30;59.90;;;;;;5053900;28;20057;-50
1222,2021/08/08 05:10:58;;;;;;;1.73;1.27;;;24.30;59.90;;;;;;5036897;28;20025;-44
1223,2021/08/08 05:13:28;;;;;;;2.55;1.27;;;24.30;59.90;;;;;;5054964;28;20063;-44
1224,2021/08/08 05:15:53;;;;;;;1.65;1.05;;;24.30;59.90;;;;;;5054424;28;20025;-43
1225,2021/08/08 05:18:19;;;;;;;3.05;1.30;;;24.30;59.80;;;;;;5054541;28;20032;-50
1226,2021/08/08 05:20:44;;;;;;;1.88;1.30;;;24.30;59.90;;;;;;5054424;28;20472;-43
1227,2021/08/08 05:23:10;;;;;;;2.40;1.33;;;24.30;59.80;;;;;;5054395;28;20032;-48
1228,2021/08/08 05:25:35;;;;;;;1.50;1.30;;;24.30;59.80;;;;;;5036534;28;20357;-44
1229,2021/08/08 05:28:01;;;;;;;2.10;1.38;;;24.30;59.90;;;;;;5054347;28;20475;-44
1230,2021/08/08 05:30:26;;;;;;;2.85;1.48;;;24.30;59.90;;;;;;5054349;28;20040;-51
1231,2021/08/08 05:32:52;;;;;;;2.08;1.20;;;24.30;59.80;;;;;;5036798;28;20367;-51
1232,2021/08/08 05:35:17;;;;;;;2.47;1.20;;;24.30;59.90;;;;;;5054202;28;20025;-50
1233,2021/08/08 05:37:43;;;;;;;1.40;1.10;;;24.30;59.80;;;;;;5054759;28;20029;-44
1234,2021/08/08 05:40:09;;;;;;;1.33;1.10;;;24.30;59.80;;;;;;5036300;28;20025;-43
1235,2021/08/08 05:42:34;;;;;;;1.63;1.20;;;24.30;59.80;;;;;;5054306;28;20041;-43
1236,2021/08/08 05:45:00;;;;;;;2.63;1.00;;;24.30;59.70;;;;;;5036553;28;20036;-49
1237,2021/08/08 05:47:26;;;;;;;2.10;1.27;;;24.30;59.70;;;;;;5053929;28;20056;-45
1238,2021/08/08 05:49:51;;;;;;;1.92;1.10;;;24.30;59.80;;;;;;5053892;28;20063;-48
1239,2021/08/08 05:52:17;;;;;;;2.70;1.30;;;24.30;59.80;;;;;;5053967;28;20031;-49
1240,2021/08/08 05:54:43;;;;;;;2.42;1.20;;;24.20;59.80;;;;;;5053810;28;20029;-44
1241,2021/08/08 05:57:08;;;;;;;2.33;1.17;;;24.30;59.80;;;;;;5053878;28;20095;-47
1242,2021/08/08 05:59:34;;;;;;;1.80;1.08;;;24.30;60.00;;;;;;5053552;28;20467;-44
1243,2021/08/08 06:01:59;;;;;;;2.50;1.27;;;24.30;60.10;;;;;;5053200;28;20383;-42
1244,2021/08/08 06:04:25;;;;;;;3.25;1.30;;;24.30;60.30;;;;;;5053702;28;20029;-42
1245,2021/08/08 06:06:50;;;;;;;2.63;1.30;;;24.30;60.30;;;;;;5053494;28;20484;-43
1246,2021/08/08 06:09:16;;;;;;;2.35;1.20;;;24.30;60.40;;;;;;5053274;28;20025;-43
1247,2021/08/08 06:11:42;;;;;;;1.65;1.20;;;24.30;60.40;;;;;;5035768;28;20032;-43
1248,2021/08/08 06:14:07;;;;;;;1.50;1.02;;;24.40;60.40;;;;;;5053362;28;20384;-43
1249,2021/08/08 06:16:33;;;;;;;1.45;0.93;;;24.40;60.50;;;;;;5053039;28;20380;-45
1250,2021/08/08 06:18:58;;;;;;;1.83;1.05;;;24.50;60.50;;;;;;5053050;28;20029;-44
1251,2021/08/08 06:21:23;;;;;;;1.85;1.13;;;24.50;60.50;;;;;;5053195;28;20044;-46
1252,2021/08/08 06:23:49;;;;;;;2.10;1.25;;;24.50;60.60;;;;;;5053194;28;20465;-50
1253,2021/08/08 06:26:14;;;;;;;1.50;1.10;;;24.50;60.60;;;;;;5035539;28;20115;-43
1254,2021/08/08 06:28:41;;;;;;;1.48;0.90;;;24.50;60.60;;;;;;5052947;28;20045;-45
1255,2021/08/08 06:31:07;;;;;;;1.80;1.20;;;24.60;60.70;;;;;;5051775;28;20025;-48
1256,2021/08/08 06:33:32;;;;;;;2.22;1.20;;;24.60;60.60;;;;;;5052965;28;20021;-50
1257,2021/08/08 06:35:58;;;;;;;2.35;1.20;;;24.60;60.60;;;;;;5053016;28;20033;-52
1258,2021/08/08 06:38:23;;;;;;;3.45;1.30;;;24.60;60.80;;;;;;5052850;28;20444;-44
1259,2021/08/08 06:40:49;;;;;;;3.30;1.45;;;24.60;61.00;;;;;;5034597;28;20035;-49
1260,2021/08/08 06:43:14;;;;;;;1.60;1.15;;;24.60;61.30;;;;;;5053272;28;20459;-44
1261,2021/08/08 06:45:40;;;;;;;2.45;1.45;;;24.60;61.20;;;;;;5018491;28;20029;-44
1262,2021/08/08 06:48:05;;;;;;;2.10;1.30;;;24.60;61.20;;;;;;5052817;28;20498;-47
1263,2021/08/08 06:50:31;;;;;;;3.67;1.58;;;24.60;61.20;;;;;;5052865;28;20040;-42
1264,2021/08/08 06:52:56;;;;;;;2.15;1.15;;;24.60;61.10;;;;;;5053062;28;20021;-45
1265,2021/08/08 06:55:22;;;;;;;2.80;1.30;;;24.60;61.40;;;;;;5035305;28;20029;-43
1266,2021/08/08 06:57:48;;;;;;;4.15;1.67;;;24.60;61.50;;;;;;5052901;28;20067;-50
1267,2021/08/08 07:00:13;;;;;;;10.88;1.67;;;24.60;61.60;;;;;;5034646;28;20094;-51
1268,2021/08/08 07:02:39;;;;;;;3.50;1.70;;;24.70;62.50;;;;;;5035051;28;20021;-49
1269,2021/08/08 07:05:05;;;;;;;3.25;1.63;;;24.70;62.50;;;;;;5053027;28;20395;-47
1270,2021/08/08 07:07:31;;;;;;;3.53;1.45;;;24.70;62.50;;;;;;5052770;28;20049;-44
1271,2021/08/08 07:09:56;;;;;;;2.25;1.30;;;24.80;62.60;;;;;;5035057;28;20041;-44
1272,2021/08/08 07:12:22;;;;;;;2.47;1.50;;;24.80;62.70;;;;;;5034946;28;20101;-48
1273,2021/08/08 07:14:48;;;;;;;1.88;1.45;;;24.80;62.70;;;;;;5034861;28;20021;-45
1274,2021/08/08 07:17:13;;;;;;;2.55;1.50;;;24.80;62.70;;;;;;5053171;28;20033;-49
1275,2021/08/08 07:19:39;;;;;;;1.95;1.33;;;24.80;62.80;;;;;;5034815;28;20029;-50
1276,2021/08/08 07:22:04;;;;;;;2.22;1.15;;;24.90;62.60;;;;;;5052910;28;20036;-46
1277,2021/08/08 07:24:30;;;;;;;1.65;1.20;;;24.90;62.70;;;;;;5052845;28;20029;-49
1278,2021/08/08 07:26:56;;;;;;;1.92;1.20;;;25.00;62.50;;;;;;5053131;28;20379;-51
1279,2021/08/08 07:29:22;;;;;;;3.83;1.52;;;25.00;62.50;;;;;;5052910;28;20024;-45
1280,2021/08/08 07:31:47;;;;;;;2.28;1.58;;;25.00;62.70;;;;;;5056124;28;20029;-44
1281,2021/08/08 07:34:13;;;;;;;3.13;1.50;;;25.00;62.60;;;;;;5056911;28;20460;-46
1282,2021/08/08 07:36:38;;;;;;;3.00;1.60;;;25.10;62.70;;;;;;5056854;28;20060;-44
1283,2021/08/08 07:39:04;;;;;;;6.07;1.60;;;25.10;62.60;;;;;;5056456;28;20094;-51
1284,2021/08/08 07:41:29;;;;;;;34.58;16.45;;;25.10;62.70;;;;;;5038569;28;20021;-49
1285,2021/08/08 07:43:55;;;;;;;52.85;25.65;;;25.10;62.70;;;;;;5056559;28;20072;-46
1286,2021/08/08 07:46:20;;;;;;;60.53;31.15;;;25.10;62.80;;;;;;5056327;28;20064;-43
1287,2021/08/08 07:48:47;;;;;;;66.47;33.08;;;25.10;62.90;;;;;;5056314;28;20056;-44
1288,2021/08/08 07:51:13;;;;;;;58.15;30.55;;;25.10;62.90;;;;;;5056045;28;20021;-47
1289,2021/08/08 07:53:40;;;;;;;60.20;29.52;;;25.10;62.90;;;;;;5055268;28;20013;-46
1290,2021/08/08 07:56:06;;;;;;;50.72;26.88;;;25.10;62.90;;;;;;5055494;28;20017;-48
1291,2021/08/08 07:58:31;;;;;;;51.67;26.35;;;25.10;62.90;;;;;;5055956;28;20033;-51
1292,2021/08/08 08:00:57;;;;;;;44.55;24.27;;;25.10;62.90;;;;;;5055632;28;20032;-46
1293,2021/08/08 08:03:22;;;;;;;48.58;23.73;;;25.20;63.00;;;;;;5055884;28;20021;-44
1294,2021/08/08 08:05:48;;;;;;;48.30;23.65;;;25.20;62.90;;;;;;5037757;28;20511;-45
1295,2021/08/08 08:08:13;;;;;;;17.67;8.90;;;25.20;63.00;;;;;;5055531;28;20080;-48
1296,2021/08/08 08:10:39;;;;;;;24.50;13.50;;;25.20;62.20;;;;;;5037852;28;20147;-45
1297,2021/08/08 08:13:05;;;;;;;24.27;13.55;;;25.20;61.60;;;;;;5037886;28;20348;-48
1298,2021/08/08 08:15:30;;;;;;;28.40;11.35;;;25.20;62.40;;;;;;5055616;28;20506;-44
1299,2021/08/08 08:17:56;;;;;;;19.50;11.05;;;25.20;62.70;;;;;;5037517;28;20094;-48
1300,2021/08/08 08:20:21;;;;;;;19.50;10.25;;;25.20;63.00;;;;;;5055242;28;20071;-44
1301,2021/08/08 08:22:48;;;;;;;21.05;10.40;;;25.20;63.10;;;;;;5055471;28;20017;-50
1302,2021/08/08 08:25:14;;;;;;;23.20;10.15;;;25.20;63.20;;;;;;5055151;28;20074;-45
1303,2021/08/08 08:27:40;;;;;;;18.38;9.52;;;25.30;63.20;;;;;;5036381;28;20069;-43
1304,2021/08/08 08:30:06;;;;;;;9.20;5.15;;;25.30;63.10;;;;;;5036349;28;20490;-43
1305,2021/08/08 08:32:32;;;;;;;8.75;4.90;;;25.30;61.60;;;;;;5054411;28;20096;-42
1306,2021/08/08 08:35:02;;;;;;;9.68;5.00;;;25.30;61.70;;;;;;5053061;28;20025;-42
1307,2021/08/08 08:37:27;;;;;;;7.57;4.32;;;25.20;61.90;;;;;;5036181;28;20028;-42
1308,2021/08/08 08:39:53;;;;;;;7.47;4.18;;;25.20;62.20;;;;;;5035656;28;20047;-44
1309,2021/08/08 08:42:19;;;;;;;7.15;4.00;;;25.20;62.50;;;;;;5035491;28;20044;-43
1310,2021/08/08 08:44:45;;;;;;;6.43;3.78;;;25.10;62.60;;;;;;5015652;28;20030;-43
1311,2021/08/08 08:47:13;;;;;;;7.10;3.67;;;25.10;62.80;;;;;;5034550;28;20036;-44
1312,2021/08/08 08:49:38;;;;;;;5.15;3.22;;;25.10;62.90;;;;;;5000741;28;20030;-43
1313,2021/08/08 08:52:05;;;;;;;4.32;2.80;;;25.00;62.70;;;;;;5000608;28;20033;-44
1314,2021/08/08 08:54:31;;;;;;;4.50;3.00;;;25.00;62.40;;;;;;5005851;28;20546;-44
1315,2021/08/08 08:56:58;;;;;;;5.30;2.70;;;25.00;62.10;;;;;;5037189;28;20048;-46
1316,2021/08/08 08:59:24;;;;;;;5.10;2.75;;;24.90;62.40;;;;;;5036888;28;20033;-43
1317,2021/08/08 09:01:50;;;;;;;5.40;2.92;;;24.90;62.30;;;;;;5036830;28;20132;-43
1318,2021/08/08 09:04:16;;;;;;;4.15;2.67;;;24.90;62.40;;;;;;5037159;28;20428;-43
1319,2021/08/08 09:06:42;;;;;;;4.35;2.80;;;24.90;62.50;;;;;;5036467;28;20060;-44
1320,2021/08/08 09:09:07;;;;;;;4.25;2.50;;;24.90;62.50;;;;;;5036844;28;20037;-43
1321,2021/08/08 09:11:40;;;;;;;3.60;2.47;;;24.90;62.60;;;;;;5054086;28;20079;-44
1322,2021/08/08 09:14:07;;;;;;;4.85;2.47;;;25.00;62.60;;;;;;5054154;28;20032;-43
1323,2021/08/08 09:16:40;;;;;;;5.40;2.50;;;25.00;62.50;;;;;;5036354;28;20029;-42
1324,2021/08/08 09:19:06;;;;;;;4.80;2.40;;;25.00;62.50;;;;;;5054332;28;20029;-45
1325,2021/08/08 09:21:33;;;;;;;3.15;2.33;;;25.10;62.40;;;;;;5054075;28;20112;-43
1326,2021/08/08 09:24:01;;;;;;;3.83;2.42;;;25.10;62.40;;;;;;5036404;28;20046;-44
1327,2021/08/08 09:26:46;;;;;;;4.40;2.63;;;25.10;62.30;;;;;;5052098;28;20033;-47
1328,2021/08/08 09:29:13;;;;;;;5.47;2.60;;;25.10;62.30;;;;;;5051726;28;20052;-45
1329,2021/08/08 09:31:59;;;;;;;2.92;2.17;;;25.10;62.30;;;;;;5052143;28;20044;-48
1330,2021/08/08 09:34:27;;;;;;;3.00;2.38;;;25.10;62.20;;;;;;5034475;28;20116;-44
1331,2021/08/08 09:36:55;;;;;;;3.53;2.35;;;25.10;61.80;;;;;;5052014;28;20040;-43
1332,2021/08/08 09:39:27;;;;;;;3.42;2.65;;;25.10;61.30;;;;;;5050543;28;20112;-43
1333,2021/08/08 09:42:04;;;;;;;3.40;2.45;;;25.10;61.60;;;;;;5051227;28;20036;-41
1334,2021/08/08 09:44:30;;;;;;;3.75;2.88;;;25.10;61.70;;;;;;5033357;28;20063;-41
1335,2021/08/08 09:46:58;;;;;;;5.13;2.80;;;25.00;61.40;;;;;;5034100;28;20033;-42
1336,2021/08/08 09:49:24;;;;;;;3.75;2.83;;;25.00;61.30;;;;;;5033804;28;20061;-40
1337,2021/08/08 09:51:51;;;;;;;3.75;2.97;;;24.90;61.40;;;;;;5051111;28;20052;-42
1338,2021/08/08 09:54:16;;;;;;;5.97;2.85;;;24.90;61.30;;;;;;5033224;28;20468;-40
1339,2021/08/08 09:56:42;;;;;;;5.53;3.33;;;24.90;61.30;;;;;;5033458;28;20036;-40
1340,2021/08/08 09:59:07;;;;;;;10.52;3.85;;;24.90;61.40;;;;;;5033020;28;20040;-41
1341,2021/08/08 10:01:38;;;;;;;22.25;6.65;;;24.80;61.50;;;;;;5052274;28;20032;-42
1342,2021/08/08 10:04:03;;;;;;;27.63;7.88;;;24.90;62.10;;;;;;5052821;28;20029;-43
1343,2021/08/08 10:06:29;;;;;;;30.13;8.88;;;24.90;62.60;;;;;;5052920;28;20142;-41
1344,2021/08/08 10:08:54;;;;;;;40.78;9.45;;;24.90;62.80;;;;;;5052985;28;20150;-42
1345,2021/08/08 10:11:20;;;;;;;38.03;8.77;;;24.90;62.90;;;;;;5070710;28;20534;-40
1346,2021/08/08 10:13:52;;;;;;;40.50;10.88;;;24.90;63.10;;;;;;5052759;28;20066;-43
1347,2021/08/08 10:16:19;;;;;;;34.97;10.23;;;25.00;64.50;;;;;;5053178;28;20430;-41
1348,2021/08/08 10:18:54;;;;;;;41.53;10.95;;;25.00;65.90;;;;;;5041794;28;20041;-42
1349,2021/08/08 10:21:20;;;;;;;39.05;9.75;;;25.00;65.90;;;;;;5043372;28;20058;-41
1350,2021/08/08 10:23:51;;;;;;;40.80;11.05;;;25.00;66.60;;;;;;5049699;28;20025;-42
1351,2021/08/08 10:26:17;;;;;;;29.55;10.10;;;25.10;66.60;;;;;;5033530;28;20120;-41
1352,2021/08/08 10:28:43;;;;;;;36.97;9.57;;;25.20;66.00;;;;;;5032572;28;20041;-41
1353,2021/08/08 10:31:08;;;;;;;30.52;9.10;;;25.20;66.10;;;;;;5032538;28;20025;-44
1354,2021/08/08 10:33:44;;;;;;;24.05;8.00;;;25.20;66.20;;;;;;5032897;28;20472;-45
1355,2021/08/08 10:36:26;;;;;;;24.02;7.57;;;25.30;64.00;;;;;;5033102;28;20163;-43
1356,2021/08/08 10:38:53;;;;;;;21.27;7.47;;;25.20;63.40;;;;;;5051075;28;20041;-43
1357,2021/08/08 10:41:19;;;;;;;16.92;6.70;;;25.20;63.40;;;;;;5033248;28;20040;-40
1358,2021/08/08 10:43:45;;;;;;;24.23;6.78;;;25.20;63.20;;;;;;5032967;28;20434;-41
1359,2021/08/08 10:46:11;;;;;;;19.35;6.97;;;25.10;63.00;;;;;;5034419;28;20387;-39
1360,2021/08/08 10:48:38;;;;;;;19.48;6.80;;;25.10;63.00;;;;;;5018281;28;20107;-40
1361,2021/08/08 10:51:24;;;;;;;15.77;6.80;;;25.10;62.90;;;;;;5052550;28;20483;-41
1362,2021/08/08 10:54:06;;;;;;;12.60;6.18;;;25.10;62.90;;;;;;5052275;28;20017;-43
1363,2021/08/08 10:56:45;;;;;;;15.10;6.80;;;25.00;63.00;;;;;;5052465;28;20039;-40
1364,2021/08/08 10:59:18;;;;;;;19.40;7.07;;;25.10;63.10;;;;;;5052704;28;20053;-40
1365,2021/08/08 11:01:43;;;;;;;14.85;7.00;;;25.00;63.00;;;;;;5052178;28;20033;-43
1366,2021/08/08 11:04:09;;;;;;;11.98;5.93;;;25.00;63.10;;;;;;5052944;28;20163;-43
1367,2021/08/08 11:06:35;;;;;;;19.20;6.80;;;25.00;63.10;;;;;;5038160;28;20379;-43
1368,2021/08/08 11:09:00;;;;;;;17.65;5.82;;;25.00;63.20;;;;;;5056339;28;20499;-45
1369,2021/08/08 11:11:30;;;;;;;14.30;5.60;;;25.00;63.10;;;;;;5038552;28;20494;-42
1370,2021/08/08 11:14:14;;;;;;;9.85;4.90;;;25.00;63.00;;;;;;5056339;28;20163;-41
1371,2021/08/08 11:16:44;;;;;;;15.20;5.72;;;25.00;62.40;;;;;;5038496;28;20021;-41
1372,2021/08/08 11:19:10;;;;;;;11.20;5.45;;;25.00;62.20;;;;;;5022112;28;20078;-41
1373,2021/08/08 11:21:36;;;;;;;12.38;4.63;;;24.90;62.10;;;;;;5038292;28;20033;-41
1374,2021/08/08 11:24:08;;;;;;;9.98;4.65;;;24.90;61.90;;;;;;5038312;28;20480;-41
1375,2021/08/08 11:26:34;;;;;;;7.40;4.80;;;24.90;61.80;;;;;;5056117;28;20087;-41
1376,2021/08/08 11:29:01;;;;;;;8.30;4.72;;;24.90;61.60;;;;;;5038281;28;20029;-44
1377,2021/08/08 11:31:28;;;;;;;10.60;5.07;;;24.90;61.50;;;;;;5056173;28;20047;-41
1378,2021/08/08 11:33:55;;;;;;;15.02;5.25;;;24.80;61.50;;;;;;5038117;28;20025;-42
1379,2021/08/08 11:36:28;;;;;;;9.25;4.95;;;24.80;61.40;;;;;;5055884;28;20032;-41
1380,2021/08/08 11:38:57;;;;;;;9.38;5.53;;;24.80;61.40;;;;;;5055908;28;20020;-40
1381,2021/08/08 11:41:23;;;;;;;7.72;5.35;;;24.80;61.30;;;;;;5055983;28;20364;-43
1382,2021/08/08 11:43:49;;;;;;;8.25;5.57;;;24.80;61.30;;;;;;5055719;28;20017;-42
1383,2021/08/08 11:46:21;;;;;;;10.63;5.78;;;24.80;61.30;;;;;;5055702;28;20095;-41
1384,2021/08/08 11:48:47;;;;;;;11.07;5.55;;;24.80;61.20;;;;;;5038657;28;20476;-42
1385,2021/08/08 11:51:17;;;;;;;7.35;5.60;;;24.80;61.20;;;;;;5038017;28;20099;-42
1386,2021/08/08 11:53:43;;;;;;;8.38;5.55;;;24.80;61.20;;;;;;5037590;28;20402;-41
1387,2021/08/08 11:56:15;;;;;;;8.75;5.78;;;24.80;61.20;;;;;;5055818;28;20032;-41
1388,2021/08/08 11:58:59;;;;;;;9.75;5.75;;;24.80;61.10;;;;;;5037646;28;20119;-43
1389,2021/08/08 12:01:25;;;;;;;8.85;5.03;;;24.80;61.10;;;;;;5055404;28;20485;-41
1390,2021/08/08 12:03:54;;;;;;;9.50;5.57;;;24.80;61.00;;;;;;5055337;28;20422;-41
1391,2021/08/08 12:06:21;;;;;;;8.88;5.32;;;24.80;61.00;;;;;;5037436;28;20033;-43
1392,2021/08/08 12:08:53;;;;;;;8.57;5.38;;;24.70;61.00;;;;;;5037136;28;20049;-41
1393,2021/08/08 12:11:20;;;;;;;6.45;4.60;;;24.80;60.90;;;;;;5037592;28;20349;-41
1394,2021/08/08 12:14:07;;;;;;;11.55;5.50;;;24.70;60.80;;;;;;5037995;28;20035;-43
1395,2021/08/08 12:16:36;;;;;;;7.20;4.90;;;24.70;60.70;;;;;;5053940;28;20499;-44
1396,2021/08/08 12:19:02;;;;;;;9.05;5.43;;;24.70;60.70;;;;;;5037152;28;20095;-41
1397,2021/08/08 12:21:33;;;;;;;7.50;5.43;;;24.80;60.70;;;;;;5037364;28;20025;-47
1398,2021/08/08 12:24:06;;;;;;;8.70;5.03;;;24.70;60.70;;;;;;5037368;28;20431;-42
1399,2021/08/08 12:26:32;;;;;;;7.68;4.68;;;24.70;60.70;;;;;;5037118;28;20112;-44
1400,2021/08/08 12:29:02;;;;;;;8.75;4.93;;;24.70;60.60;;;;;;5036940;28;20108;-41
1401,2021/08/08 12:31:33;;;;;;;8.95;5.10;;;24.70;60.60;;;;;;5037040;28;20040;-41
1402,2021/08/08 12:33:59;;;;;;;8.85;4.90;;;24.70;60.60;;;;;;5036972;28;20051;-41
1403,2021/08/08 12:36:24;;;;;;;7.28;4.70;;;24.70;60.60;;;;;;5036994;28;20467;-42
1404,2021/08/08 12:38:51;;;;;;;6.68;4.38;;;24.70;60.50;;;;;;5036912;28;20037;-41
1405,2021/08/08 12:41:30;;;;;;;6.93;4.35;;;24.70;60.50;;;;;;5037386;28;20154;-43
1406,2021/08/08 12:43:59;;;;;;;8.70;5.10;;;24.70;60.50;;;;;;5037255;28;20068;-42
1407,2021/08/08 12:46:35;;;;;;;6.57;4.32;;;24.70;60.50;;;;;;5054963;28;20036;-42
1408,2021/08/08 12:49:02;;;;;;;5.45;4.30;;;24.70;60.50;;;;;;5036695;28;20041;-43
1409,2021/08/08 12:51:28;;;;;;;6.68;4.28;;;24.70;60.50;;;;;;5037132;28;20025;-41
1410,2021/08/08 12:53:53;;;;;;;6.70;4.13;;;24.70;60.50;;;;;;5036530;28;20032;-42
1411,2021/08/08 12:56:19;;;;;;;7.25;4.63;;;24.70;60.50;;;;;;5036812;28;20144;-42
1412,2021/08/08 12:58:44;;;;;;;8.25;4.57;;;24.70;60.50;;;;;;5036697;28;20483;-45
1413,2021/08/08 13:01:28;;;;;;;7.07;4.00;;;24.70;60.40;;;;;;5036712;28;20032;-43
1414,2021/08/08 13:03:54;;;;;;;5.30;3.85;;;24.70;60.40;;;;;;5036895;28;20760;-42
1415,2021/08/08 13:06:20;;;;;;;5.82;3.65;;;24.70;60.40;;;;;;5036001;28;20037;-42
1416,2021/08/08 13:08:45;;;;;;;6.38;3.72;;;24.70;60.40;;;;;;5036095;28;20056;-42
1417,2021/08/08 13:11:11;;;;;;;5.18;3.80;;;24.70;60.40;;;;;;5036430;28;20021;-42
1418,2021/08/08 13:13:36;;;;;;;4.93;3.40;;;24.70;60.30;;;;;;5036189;28;20036;-42
1419,2021/08/08 13:16:02;;;;;;;5.38;3.83;;;24.70;60.30;;;;;;5036132;28;20029;-42
1420,2021/08/08 13:18:27;;;;;;;6.95;3.67;;;24.60;60.20;;;;;;5036146;28;20115;-41
1421,2021/08/08 13:20:53;;;;;;;4.47;3.70;;;24.70;60.30;;;;;;5036257;28;20035;-41
1422,2021/08/08 13:23:19;;;;;;;5.88;3.65;;;24.70;60.30;;;;;;5036634;28;20053;-43
1423,2021/08/08 13:25:44;;;;;;;8.00;4.00;;;24.70;60.30;;;;;;5035967;28;20033;-42
1424,2021/08/08 13:28:10;;;;;;;5.57;3.78;;;24.70;60.20;;;;;;5035132;28;20029;-43
1425,2021/08/08 13:30:35;;;;;;;5.93;3.50;;;24.70;60.20;;;;;;5053788;28;20021;-41
1426,2021/08/08 13:33:01;;;;;;;5.05;3.70;;;24.70;60.20;;;;;;5053757;28;20021;-41
1427,2021/08/08 13:35:26;;;;;;;4.28;3.10;;;24.70;60.10;;;;;;5035852;28;20041;-42
1428,2021/08/08 13:37:52;;;;;;;6.03;3.85;;;24.70;60.00;;;;;;5019626;28;20546;-43
1429,2021/08/08 13:40:18;;;;;;;5.35;3.30;;;24.70;60.10;;;;;;5035714;28;20028;-41
1430,2021/08/08 13:42:44;;;;;;;5.30;3.42;;;24.70;59.90;;;;;;5053661;28;20024;-41
1431,2021/08/08 13:45:10;;;;;;;6.95;4.03;;;24.70;59.90;;;;;;5053645;28;20472;-41
1432,2021/08/08 13:47:35;;;;;;;4.45;3.22;;;24.60;59.90;;;;;;5053301;28;20036;-42
1433,2021/08/08 13:50:02;;;;;;;4.07;3.67;;;24.70;59.80;;;;;;5053535;28;20099;-41
1434,2021/08/08 13:52:27;;;;;;;5.97;3.33;;;24.60;59.80;;;;;;5053495;28;20021;-41
1435,2021/08/08 13:54:53;;;;;;;5.28;3.50;;;24.60;59.70;;;;;;5053270;28;20036;-41
1436,2021/08/08 13:57:18;;;;;;;5.35;3.10;;;24.60;59.70;;;;;;5053336;28;20472;-41
1437,2021/08/08 13:59:44;;;;;;;5.53;3.85;;;24.60;59.70;;;;;;5035560;28;20098;-40
1438,2021/08/08 14:02:09;;;;;;;5.32;3.53;;;24.60;59.60;;;;;;5035485;28;20063;-42
1439,2021/08/08 14:04:35;;;;;;;4.53;3.65;;;24.60;59.60;;;;;;5052950;28;20480;-42
1440,2021/08/08 14:07:01;;;;;;;5.20;3.65;;;24.60;59.60;;;;;;5053152;28;20053;-41
1441,2021/08/08 14:09:26;;;;;;;6.35;3.58;;;24.60;59.60;;;;;;5053329;28;20013;-42
1442,2021/08/08 14:11:54;;;;;;;5.20;3.00;;;24.60;59.60;;;;;;5052966;28;20391;-41
1443,2021/08/08 14:14:19;;;;;;;5.72;3.03;;;24.60;59.60;;;;;;5053207;28;20471;-40
1444,2021/08/08 14:16:45;;;;;;;6.65;3.20;;;24.60;59.50;;;;;;5035666;28;20021;-41
1445,2021/08/08 14:19:10;;;;;;;5.85;3.20;;;24.60;59.50;;;;;;5052889;28;20147;-41
1446,2021/08/08 14:21:36;;;;;;;5.63;3.22;;;24.60;59.50;;;;;;5053237;28;20463;-43
1447,2021/08/08 14:24:01;;;;;;;6.38;3.45;;;24.60;59.50;;;;;;5034965;28;20037;-41
1448,2021/08/08 14:26:27;;;;;;;6.72;3.20;;;24.60;59.50;;;;;;5053022;28;20490;-42
1449,2021/08/08 14:28:52;;;;;;;4.93;3.25;;;24.60;59.50;;;;;;5052850;28;20055;-42
1450,2021/08/08 14:31:18;;;;;;;6.47;3.40;;;24.60;59.50;;;;;;5018687;28;20027;-42
1451,2021/08/08 14:33:44;;;;;;;6.63;3.50;;;24.60;59.40;;;;;;5035053;28;20033;-41
1452,2021/08/08 14:36:09;;;;;;;5.70;3.13;;;24.60;59.40;;;;;;5052695;28;20536;-41
1453,2021/08/08 14:38:35;;;;;;;5.30;3.42;;;24.70;59.40;;;;;;5052470;28;20044;-46
1454,2021/08/08 14:41:00;;;;;;;7.70;3.20;;;24.70;59.40;;;;;;5052595;28;20473;-41
1455,2021/08/08 14:43:26;;;;;;;6.10;3.22;;;24.70;59.40;;;;;;5034859;28;20119;-41
1456,2021/08/08 14:45:52;;;;;;;4.85;3.55;;;24.60;59.30;;;;;;5052644;28;20037;-41
1457,2021/08/08 14:48:17;;;;;;;4.90;3.58;;;24.70;59.30;;;;;;5034757;28;20447;-41
1458,2021/08/08 14:50:42;;;;;;;5.28;3.28;;;24.70;59.20;;;;;;5052500;28;20415;-41
1459,2021/08/08 14:53:08;;;;;;;6.40;3.83;;;24.70;59.20;;;;;;5034746;28;20407;-39
1460,2021/08/08 14:55:34;;;;;;;5.20;3.60;;;24.60;59.60;;;;;;5052693;28;20032;-41
1461,2021/08/08 14:57:59;;;;;;;5.65;3.70;;;24.70;59.70;;;;;;5052589;28;20377;-40
1462,2021/08/08 15:00:25;;;;;;;6.15;3.78;;;24.70;59.70;;;;;;5033310;28;20032;-43
1463,2021/08/08 15:02:50;;;;;;;7.03;3.35;;;24.70;60.60;;;;;;5052159;28;20029;-41
